Year,District,DistLocale,Total_ProficientPct,EconDisadv_ProficientPct,NotEconDisadv_ProficientPct,Female_ProficientPct,Male_ProficientPct,AIAN_ProficientPct,Asian_ProficientPct,Black_ProficientPct,Filipino_ProficientPct,Hisp_ProficientPct,NHPI_ProficientPct,TwoOrMore_ProficientPct,White_ProficientPct,Total_ProficientCount,EconDisadv_ProficientCount,NotEconDisadv_ProficientCount,Female_ProficientCount,Male_ProficientCount,AIAN_ProficientCount,Asian_ProficientCount,Black_ProficientCount,Filipino_ProficientCount,Hisp_ProficientCount,NHPI_ProficientCount,TwoOrMore_ProficientCount,White_ProficientCount,Total_Count,EconDisadv_Count,NotEconDisadv_Count,Female_Count,Male_Count,AIAN_Count,Asian_Count,Black_Count,Filipino_Count,Hisp_Count,NHPI_Count,TwoOrMore_Count,White_Count,Total_ProficientPct_missing,EconDisadv_ProficientPct_missing,NotEconDisadv_ProficientPct_missing,Female_ProficientPct_missing,Male_ProficientPct_missing,AIAN_ProficientPct_missing,Asian_ProficientPct_missing,Black_ProficientPct_missing,Filipino_ProficientPct_missing,Hisp_ProficientPct_missing,NHPI_ProficientPct_missing,TwoOrMore_ProficientPct_missing,White_ProficientPct_missing,Total_ProficientCount_missing,EconDisadv_ProficientCount_missing,NotEconDisadv_ProficientCount_missing,Female_ProficientCount_missing,Male_ProficientCount_missing,AIAN_ProficientCount_missing,Asian_ProficientCount_missing,Black_ProficientCount_missing,Filipino_ProficientCount_missing,Hisp_ProficientCount_missing,NHPI_ProficientCount_missing,TwoOrMore_ProficientCount_missing,White_ProficientCount_missing,Total_Count_missing,EconDisadv_Count_missing,NotEconDisadv_Count_missing,Female_Count_missing,Male_Count_missing,AIAN_Count_missing,Asian_Count_missing,Black_Count_missing,Filipino_Count_missing,Hisp_Count_missing,NHPI_Count_missing,TwoOrMore_Count_missing,White_Count_missing,Total_ProficientPct_lag1,Total_ProficientPct_lag2,Total_ProficientPct_lag3,Total_ProficientPct_lag4
2019,alpine union elementary,"Suburb, large",0.4802,0.275,0.5401,0.4719,0.4886,,,,,0.381,,0.3333,0.5556,85.0,11.0,74.0,42.0,43.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,60.0,177.0,40.0,137.0,89.0,88.0,4.0,0.0,4.0,0.0,42.0,0.0,12.0,108.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5466,0.5254,0.48,0.43
2015,alta loma elementary,"Suburb, large",0.45,0.37,0.47,0.43,0.48,,0.66,0.23,,0.38,,,0.56,277.0,29.0,247.0,137.0,143.0,0.0,25.0,10.0,0.0,108.0,0.0,0.0,127.0,616.0,79.0,537.0,318.0,298.0,8.0,38.0,45.0,10.0,282.0,3.0,5.0,225.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,alta loma elementary,"Suburb, large",0.49,0.36,0.56,0.48,0.5,,0.83,0.33,0.64,0.37,,0.61,0.58,324.0,81.0,237.0,147.0,174.0,0.0,38.0,13.0,7.0,102.0,0.0,11.0,142.0,648.0,224.0,424.0,300.0,348.0,7.0,46.0,39.0,11.0,275.0,6.0,18.0,244.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,,,
2017,alta loma elementary,"Suburb, large",0.5268,0.4424,0.5773,0.4868,0.5605,,0.7241,0.3488,,0.4658,,,0.6114,305.0,96.0,209.0,129.0,176.0,0.0,21.0,15.0,0.0,136.0,0.0,0.0,118.0,579.0,217.0,362.0,265.0,314.0,0.0,29.0,43.0,0.0,292.0,0.0,0.0,193.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.45,,
2018,alta loma elementary,"Suburb, large",0.5772,0.3895,0.7112,0.5528,0.6019,,0.78,0.4889,,0.5118,,,0.6222,370.0,104.0,266.0,178.0,192.0,0.0,39.0,22.0,0.0,152.0,0.0,0.0,140.0,641.0,267.0,374.0,322.0,319.0,0.0,50.0,45.0,0.0,297.0,0.0,0.0,225.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5268,0.49,0.45,
2019,alta loma elementary,"Suburb, large",0.715,0.4421,0.7636,0.7261,0.7038,,0.9038,0.5366,,0.6826,,0.9091,0.7352,449.0,42.0,407.0,228.0,221.0,0.0,47.0,22.0,0.0,200.0,0.0,10.0,161.0,628.0,95.0,533.0,314.0,314.0,0.0,52.0,41.0,7.0,293.0,0.0,11.0,219.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5772,0.5268,0.49,0.45
2015,alta vista elementary,"Suburb, small",0.01,0.02,,0.0,0.03,,,,,0.02,,,,1.0,1.0,0.0,0.0,1.0,,0.0,,,1.0,,,0.0,70.0,65.0,5.0,30.0,40.0,,2.0,,,59.0,,,9.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,,,
2016,alta vista elementary,"Suburb, small",0.06,0.05,,0.07,0.06,,,,,0.04,,,0.09,4.0,3.0,0.0,2.0,2.0,0.0,0.0,,,2.0,0.0,,1.0,64.0,59.0,5.0,30.0,34.0,1.0,1.0,,,49.0,2.0,,11.0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.01,,,
2017,alta vista elementary,"Suburb, small",0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,51.0,46.0,0.0,25.0,26.0,,,,,42.0,0.0,,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.06,0.01,,
2018,alta vista elementary,"Suburb, small",0.0857,0.0769,,0.1154,0.0682,,,,,0.1,,,,6.0,5.0,0.0,3.0,3.0,,,,,6.0,0.0,,0.0,70.0,65.0,0.0,26.0,44.0,,,,,60.0,0.0,,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0,0.06,0.01,
2019,alta vista elementary,"Suburb, small",0.1765,0.1739,,0.1304,0.2143,,,,,0.1591,,,,9.0,8.0,0.0,3.0,6.0,0.0,,,,7.0,,0.0,0.0,51.0,46.0,5.0,23.0,28.0,0.0,,,,44.0,,0.0,5.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0857,0.0,0.06,0.01
2015,alum rock union elementary,"City, large",0.24,0.2,0.49,0.25,0.23,,0.62,0.19,0.4,0.17,0.26,,0.5,321.0,244.0,86.0,161.0,160.0,0.0,100.0,3.0,10.0,182.0,5.0,0.0,17.0,1338.0,1162.0,176.0,642.0,696.0,2.0,159.0,16.0,25.0,1073.0,19.0,10.0,34.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,alum rock union elementary,"City, large",0.22,0.19,0.5,0.2,0.24,,0.5,0.11,0.34,0.18,0.41,0.27,0.21,303.0,224.0,68.0,136.0,161.0,0.0,74.0,2.0,10.0,182.0,7.0,3.0,3.0,1317.0,1181.0,136.0,648.0,669.0,5.0,149.0,19.0,29.0,1071.0,17.0,11.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,,,
2017,alum rock union elementary,"City, large",0.3161,0.2826,0.5497,0.2882,0.3419,,0.6852,0.1111,0.5455,0.2423,0.3571,,0.375,380.0,297.0,83.0,166.0,214.0,0.0,111.0,2.0,24.0,227.0,5.0,0.0,6.0,1202.0,1051.0,151.0,576.0,626.0,0.0,162.0,18.0,44.0,937.0,14.0,0.0,16.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.24,,
2018,alum rock union elementary,"City, large",0.3381,0.3057,0.5,0.3156,0.3596,,0.6161,,0.5263,0.2834,,0.6471,,377.0,284.0,93.0,172.0,205.0,0.0,69.0,0.0,30.0,257.0,0.0,11.0,0.0,1115.0,929.0,186.0,545.0,570.0,0.0,112.0,0.0,57.0,907.0,0.0,17.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3161,0.22,0.24,
2019,alum rock union elementary,"City, large",0.292,0.2553,0.4969,0.2627,0.3197,,0.5093,0.4167,0.5962,0.2336,,0.6154,0.4667,306.0,227.0,79.0,134.0,172.0,0.0,55.0,5.0,31.0,196.0,0.0,8.0,7.0,1048.0,889.0,159.0,510.0,538.0,0.0,108.0,12.0,52.0,839.0,7.0,13.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3381,0.3161,0.22,0.24
2015,alview-dairyland union elementary,"Rural, distant",0.28,0.24,0.36,0.24,0.3,,,,,0.17,,,0.38,11.0,7.0,4.0,4.0,7.0,,0.0,,,4.0,,,6.0,40.0,29.0,11.0,17.0,23.0,,1.0,,,23.0,,,16.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,,,
2016,alview-dairyland union elementary,"Rural, distant",0.31,0.2,0.53,0.32,0.3,,,,,0.12,,,0.53,14.0,6.0,8.0,8.0,6.0,,0.0,,,3.0,,,10.0,45.0,30.0,15.0,25.0,20.0,,1.0,,,25.0,,,19.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.28,,,
2017,alview-dairyland union elementary,"Rural, distant",0.4286,0.2857,0.619,0.5,0.36,,,,,0.24,,,0.6087,21.0,8.0,13.0,12.0,9.0,,0.0,,,6.0,,,14.0,49.0,28.0,21.0,24.0,25.0,,0.0,,,25.0,,,23.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.31,0.28,,
2018,alview-dairyland union elementary,"Rural, distant",0.3636,0.35,0.3846,0.3125,0.4118,,,,,0.2857,,,,12.0,7.0,5.0,5.0,7.0,,0.0,,0.0,6.0,,,0.0,33.0,20.0,13.0,16.0,17.0,,0.0,,0.0,21.0,,,0.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.4286,0.31,0.28,
2019,alview-dairyland union elementary,"Rural, distant",0.4318,0.4688,0.3333,0.5263,0.36,,,,,0.3462,,,0.5556,19.0,15.0,4.0,10.0,9.0,,,,,9.0,,,10.0,44.0,32.0,12.0,19.0,25.0,,,,,26.0,,,18.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.3636,0.4286,0.31,0.28
2015,alvina elementary,"Rural, distant",0.15,0.1,,0.07,0.27,,,,,0.1,,,,4.0,2.0,0.0,1.0,3.0,,,,,2.0,0.0,,0.0,26.0,20.0,6.0,15.0,11.0,,,,,20.0,1.0,,5.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,,,,
2016,alvina elementary,"Rural, distant",0.6,0.5,,,,,,,,0.54,,,,9.0,6.0,0.0,0.0,0.0,,,,,7.0,,,0.0,15.0,12.0,3.0,10.0,5.0,,,,,13.0,,,2.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.15,,,
2017,alvina elementary,"Rural, distant",0.6087,0.4375,,,0.6667,,,,,0.5556,,,,14.0,7.0,0.0,0.0,12.0,,,,,10.0,,,0.0,23.0,16.0,0.0,0.0,18.0,,,,,18.0,,,0.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.6,0.15,,
2018,alvina elementary,"Rural, distant",0.2917,0.25,,0.3571,,,,,,0.3043,,,,7.0,5.0,0.0,5.0,0.0,,,,,7.0,,,0.0,24.0,20.0,0.0,14.0,0.0,,,,,23.0,,,0.0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.6087,0.6,0.15,
2019,alvina elementary,"Rural, distant",0.4348,0.3684,,,0.5385,,,,,0.3333,,,,10.0,7.0,0.0,0.0,7.0,,0.0,,,6.0,,,0.0,23.0,19.0,4.0,10.0,13.0,,0.0,,,18.0,,,0.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.2917,0.6087,0.6,0.15
2015,alvord unified,"City, large",0.28,0.23,0.49,0.27,0.28,,0.65,0.28,0.4,0.24,,0.54,0.41,412.0,279.0,130.0,201.0,205.0,0.0,32.0,16.0,8.0,279.0,0.0,7.0,68.0,1472.0,1213.0,259.0,743.0,729.0,1.0,49.0,57.0,20.0,1162.0,4.0,13.0,166.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,alvord unified,"City, large",0.29,0.24,0.53,0.27,0.31,,0.69,0.31,0.65,0.24,,0.24,0.49,451.0,312.0,134.0,207.0,251.0,0.0,37.0,15.0,15.0,295.0,0.0,4.0,82.0,1553.0,1299.0,254.0,769.0,784.0,4.0,54.0,49.0,23.0,1229.0,8.0,17.0,169.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,,,
2017,alvord unified,"City, large",0.3162,0.2719,0.5083,0.3244,0.308,,0.6977,0.3934,0.5,0.2817,0.3846,0.5,0.3609,409.0,286.0,122.0,209.0,201.0,0.0,30.0,24.0,8.0,283.0,5.0,10.0,48.0,1294.0,1053.0,241.0,643.0,651.0,0.0,43.0,61.0,16.0,1005.0,13.0,21.0,134.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.28,,
2018,alvord unified,"City, large",0.3135,0.2676,0.5167,0.3181,0.3092,,0.64,0.25,0.5714,0.2748,,0.6,0.4526,458.0,319.0,139.0,223.0,235.0,0.0,32.0,13.0,12.0,321.0,0.0,12.0,62.0,1461.0,1192.0,269.0,701.0,760.0,0.0,50.0,52.0,21.0,1168.0,0.0,20.0,137.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3162,0.29,0.28,
2019,alvord unified,"City, large",0.3328,0.284,0.5373,0.3288,0.3368,,0.6981,0.2813,0.6364,0.2867,,0.625,0.4962,452.0,308.0,146.0,221.0,230.0,0.0,37.0,9.0,15.0,308.0,0.0,12.0,70.0,1356.0,1084.0,272.0,672.0,684.0,0.0,54.0,33.0,24.0,1075.0,7.0,18.0,141.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3135,0.3162,0.29,0.28
2015,amador county unified,"Town, distant",0.27,0.16,0.37,0.28,0.26,,,,,0.2,,0.28,0.29,81.0,23.0,59.0,44.0,38.0,0.0,0.0,0.0,0.0,11.0,,5.0,62.0,301.0,144.0,157.0,156.0,145.0,5.0,2.0,2.0,1.0,56.0,,18.0,214.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,amador county unified,"Town, distant",0.26,0.2,0.34,0.22,0.3,0.21,,,,0.14,,0.27,0.29,83.0,36.0,47.0,34.0,47.0,3.0,0.0,0.0,0.0,10.0,0.0,4.0,59.0,318.0,180.0,138.0,156.0,162.0,14.0,5.0,4.0,4.0,69.0,1.0,15.0,206.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,,,
2017,amador county unified,"Town, distant",0.3357,0.2051,0.5,0.2716,0.4237,0.2308,,,,0.2656,,,0.3696,94.0,32.0,62.0,44.0,50.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,68.0,280.0,156.0,124.0,162.0,118.0,13.0,0.0,0.0,0.0,64.0,0.0,0.0,184.0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.27,,
2018,amador county unified,"Town, distant",0.4034,0.3467,0.4621,0.3961,0.4113,0.3636,,,,0.3382,,0.5,0.4072,119.0,52.0,67.0,61.0,58.0,4.0,0.0,0.0,,23.0,,8.0,79.0,295.0,150.0,145.0,154.0,141.0,11.0,0.0,0.0,,68.0,,16.0,194.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3357,0.26,0.27,
2019,amador county unified,"Town, distant",0.374,0.2541,0.4848,0.3359,0.4127,,,,,0.2037,,0.3125,0.4237,95.0,31.0,64.0,43.0,52.0,0.0,,0.0,0.0,11.0,,5.0,75.0,254.0,122.0,132.0,128.0,126.0,0.0,,0.0,0.0,54.0,,16.0,177.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4034,0.3357,0.26,0.27
2015,anderson valley unified,"Rural, remote",0.19,0.16,,0.08,0.32,,,,,0.13,,,,8.0,6.0,0.0,2.0,6.0,,,0.0,,4.0,,,0.0,44.0,39.0,5.0,25.0,19.0,,,1.0,,33.0,,,10.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,,,,
2016,anderson valley unified,"Rural, remote",0.18,0.13,,0.2,0.17,,,,,0.13,,,,7.0,4.0,0.0,3.0,4.0,0.0,,0.0,,4.0,,,0.0,39.0,32.0,7.0,15.0,24.0,1.0,,1.0,,31.0,,,6.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.19,,,
2017,anderson valley unified,"Rural, remote",0.1622,0.1515,,0.2105,0.1111,,,,,0.0968,,,,6.0,5.0,0.0,4.0,2.0,,,,,3.0,,,0.0,37.0,33.0,0.0,19.0,18.0,,,,,31.0,,,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.18,0.19,,
2018,anderson valley unified,"Rural, remote",0.3158,0.25,,0.2917,0.3571,,,,,0.2414,,,,12.0,8.0,0.0,7.0,5.0,,,,,7.0,,,0.0,38.0,32.0,0.0,24.0,14.0,,,,,29.0,,,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.1622,0.18,0.19,
2019,anderson valley unified,"Rural, remote",0.4138,0.3929,,0.4375,0.3846,,,,,0.3913,,,,12.0,11.0,0.0,7.0,5.0,,,,,9.0,,,0.0,29.0,28.0,0.0,16.0,13.0,,,,,23.0,,,6.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.3158,0.1622,0.18,0.19
2015,antelope elementary,"Town, distant",0.37,0.27,0.5,0.32,0.43,,,,,0.33,,,0.41,26.0,11.0,15.0,13.0,13.0,0.0,0.0,0.0,,5.0,,0.0,20.0,71.0,41.0,30.0,41.0,30.0,3.0,1.0,2.0,,15.0,,1.0,49.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,
2016,antelope elementary,"Town, distant",0.25,0.2,0.32,0.21,0.29,,,,,0.17,,,0.3,20.0,10.0,10.0,9.0,11.0,0.0,0.0,0.0,,4.0,,0.0,15.0,80.0,49.0,31.0,42.0,38.0,3.0,1.0,1.0,,24.0,,1.0,50.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.37,,,
2017,antelope elementary,"Town, distant",0.493,0.3421,0.6667,0.4815,0.5,,,,,0.3333,,,0.5098,35.0,13.0,22.0,13.0,22.0,0.0,0.0,,,5.0,,0.0,26.0,71.0,38.0,33.0,27.0,44.0,0.0,0.0,,,15.0,,0.0,51.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0.37,,
2018,antelope elementary,"Town, distant",0.4778,0.3962,0.5946,0.5217,0.4318,,,,,0.5,,,0.4643,43.0,21.0,22.0,24.0,19.0,0.0,0.0,,,12.0,,0.0,26.0,90.0,53.0,37.0,46.0,44.0,0.0,0.0,,,24.0,,0.0,56.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.493,0.25,0.37,
2019,antelope elementary,"Town, distant",0.4625,0.3922,0.5862,0.4146,0.5128,,,,,0.3478,,,0.5098,37.0,20.0,17.0,17.0,20.0,0.0,,,,8.0,0.0,0.0,26.0,80.0,51.0,29.0,41.0,39.0,0.0,,,,23.0,0.0,0.0,51.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.4778,0.493,0.25,0.37
2015,antioch unified,"Suburb, large",0.23,0.16,0.42,0.24,0.21,,0.59,0.1,0.47,0.17,0.33,0.34,0.35,289.0,151.0,130.0,148.0,134.0,0.0,29.0,30.0,21.0,94.0,6.0,27.0,70.0,1254.0,945.0,309.0,617.0,637.0,10.0,49.0,300.0,45.0,551.0,19.0,78.0,201.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,antioch unified,"Suburb, large",0.19,0.13,0.36,0.18,0.2,,0.35,0.13,0.51,0.14,,0.18,0.27,255.0,131.0,119.0,121.0,134.0,0.0,23.0,41.0,34.0,86.0,0.0,15.0,46.0,1341.0,1012.0,329.0,671.0,670.0,3.0,65.0,321.0,67.0,615.0,7.0,84.0,179.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,,,
2017,antioch unified,"Suburb, large",0.2131,0.1769,0.325,0.2217,0.2041,,0.3333,0.1331,0.587,0.179,0.3333,0.2872,0.2849,279.0,175.0,104.0,149.0,130.0,0.0,19.0,41.0,27.0,109.0,6.0,27.0,49.0,1311.0,991.0,320.0,672.0,639.0,0.0,57.0,309.0,46.0,610.0,18.0,94.0,172.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.23,,
2018,antioch unified,"Suburb, large",0.1987,0.146,0.3456,0.1575,0.2371,,0.3529,0.1069,0.54,0.1749,0.2,0.1975,0.3026,246.0,133.0,113.0,94.0,152.0,0.0,18.0,31.0,27.0,103.0,3.0,16.0,46.0,1238.0,911.0,327.0,597.0,641.0,0.0,51.0,290.0,50.0,589.0,15.0,81.0,152.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2131,0.19,0.23,
2019,antioch unified,"Suburb, large",0.2217,0.178,0.3561,0.1759,0.2635,,0.322,0.1241,0.3774,0.2022,0.1111,0.3651,0.3358,251.0,152.0,99.0,95.0,156.0,0.0,19.0,33.0,20.0,108.0,2.0,23.0,46.0,1132.0,854.0,278.0,540.0,592.0,0.0,59.0,266.0,53.0,534.0,18.0,63.0,137.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1987,0.2131,0.19,0.23
2015,apple valley unified,"Suburb, large",0.23,0.15,0.42,0.23,0.22,,0.44,0.15,,0.17,,,0.29,226.0,106.0,116.0,114.0,107.0,0.0,7.0,16.0,0.0,72.0,0.0,0.0,120.0,980.0,710.0,270.0,495.0,485.0,8.0,16.0,108.0,3.0,425.0,5.0,10.0,402.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,apple valley unified,"Suburb, large",0.26,0.2,0.44,0.26,0.26,,0.54,0.1,,0.22,,0.35,0.33,264.0,149.0,117.0,132.0,132.0,0.0,7.0,10.0,0.0,103.0,0.0,7.0,132.0,1015.0,749.0,266.0,508.0,507.0,4.0,13.0,99.0,4.0,468.0,4.0,20.0,402.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,,,
2017,apple valley unified,"Suburb, large",0.2715,0.1992,0.4704,0.2642,0.2789,,0.3913,0.0941,,0.2336,,0.3125,0.3403,275.0,148.0,127.0,135.0,140.0,0.0,9.0,8.0,0.0,114.0,0.0,5.0,131.0,1013.0,743.0,270.0,511.0,502.0,0.0,23.0,85.0,0.0,488.0,0.0,16.0,385.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.23,,
